district_id,total_none,total_0,total_5,total_10,total_15,total_20,total_25,total_30,total_35,total_40,total_45,total_50,total_55,total_60,total_65,total_70,total_75,total_80,total_85,total_90,total_95,total_100,male_none,male_0,male_5,male_10,male_15,male_20,male_25,male_30,male_35,male_40,male_45,male_50,male_55,male_60,male_65,male_70,male_75,male_80,male_85,male_90,male_95,male_100,female_none,female_0,female_5,female_10,female_15,female_20,female_25,female_30,female_35,female_40,female_45,female_50,female_55,female_60,female_65,female_70,female_75,female_80,female_85,female_90,female_95,female_100
1,1481,133246,128253,118673,81849,70692,68046,57150,49033,41741,30511,24144,16163,17607,9871,10217,3932,4269,993,1113,304,1066,910,71220,67309,62428,41873,38505,41511,33789,27287,24356,16556,13621,7962,9711,5053,5675,2029,2410,546,665,167,607,571,62026,60944,56245,39976,32187,26535,23361,21746,17385,13955,10523,8201,7896,4818,4542,1903,1859,447,448,137,459
2,611,107145,106895,94819,75536,64695,54133,46538,44226,38688,31481,24071,17542,17521,10596,9795,3941,3353,834,729,168,428,390,58630,57263,49723,38254,33951,28788,24506,22700,20704,16426,13209,8490,9644,5247,5257,1940,1761,420,389,98,251,221,48515,49632,45096,37282,30744,25345,22032,21526,17984,15055,10862,9052,7877,5349,4538,2001,1592,414,340,70,177
3,250,8257,9019,10053,10245,14428,18701,14480,11230,9082,6723,5145,4135,3606,2517,2245,1437,1040,427,165,63,239,185,4189,4680,5188,5179,9031,13083,9701,7011,5680,3985,2688,2159,1870,1351,1165,766,554,224,90,37,155,65,4068,4339,4865,5066,5397,5618,4779,4219,3402,2738,2457,1976,1736,1166,1080,671,486,203,75,26,84
4,221,13391,14914,14554,13918,15109,15646,11984,9455,7558,6564,4871,3186,3365,2085,1985,900,621,234,70,34,137,180,6719,7618,7630,6975,8212,9613,7521,5609,4452,3615,2660,1777,1779,1153,1111,525,372,135,46,19,64,41,6672,7296,6924,6943,6897,6033,4463,3846,3106,2949,2211,1409,1586,932,874,375,249,99,24,15,73
5,704,58998,59273,59990,46812,40067,39839,34237,29260,25675,20646,16817,11088,11631,6523,6797,2792,3154,890,972,292,378,428,31245,30959,31410,24654,20913,21838,18423,15092,13543,10462,8974,5531,6312,3497,3877,1487,1750,525,557,192,230,276,27753,28314,28580,22158,19154,18001,15814,14168,12132,10184,7843,5557,5319,3026,2920,1305,1404,365,415,100,148
6,1028,74716,77271,75860,62417,57680,56959,48683,41004,34551,28927,23057,15006,14634,9391,9438,4043,4177,1363,1291,367,552,672,40016,41017,39974,33566,30997,31848,26991,22135,18804,15111,12613,7712,7645,4664,5164,2165,2271,751,728,207,300,356,34700,36254,35886,28851,26683,25111,21692,18869,15747,13816,10444,7294,6989,4727,4274,1878,1906,612,563,160,252
7,764,57900,63852,66061,60347,57528,52176,47710,43453,36696,32264,25492,19091,17149,11806,10195,5833,4636,1720,1138,391,233,474,31551,35138,35924,32775,29538,26242,24644,22467,19270,17072,13759,10115,8853,6113,5109,2968,2318,886,574,201,118,290,26349,28714,30137,27572,27990,25934,23066,20986,17426,15192,11733,8976,8296,5693,5086,2865,2318,834,564,190,115
8,1343,115293,115240,117753,106269,94755,87214,72014,66603,56380,44662,34223,25077,25169,15682,14600,5949,5595,1518,1284,335,1081,878,62408,60171,60849,53309,49821,48725,39208,35547,31104,23651,18859,12314,13783,7808,7986,2957,3042,782,739,194,598,465,52885,55069,56904,52960,44934,38489,32806,31056,25276,21011,15364,12763,11386,7874,6614,2992,2553,736,545,141,483
9,587,42408,46506,49106,44926,37627,31805,26520,25159,21663,17123,12935,9569,9498,5923,5257,2176,1852,505,455,129,503,401,22541,24163,25767,22798,19637,17158,14672,13179,12215,8997,7184,4704,5243,2962,3021,1132,1042,245,260,79,280,186,19867,22343,23339,22128,17990,14647,11848,11980,9448,8126,5751,4865,4255,2961,2236,1044,810,260,195,50,223
10,1700,112881,107816,112683,117071,121447,121340,101850,97966,82159,69586,51762,40659,36110,22967,18635,9160,6244,2218,1138,334,1103,1138,60853,56670,58784,59947,63034,63419,52880,51091,45556,37631,28528,20432,19806,11598,9729,4553,3081,1126,556,178,534,562,52028,51146,53899,57124,58413,57921,48970,46875,36603,31955,23234,20227,16304,11369,8906,4607,3163,1092,582,156,569
11,425,34943,37090,36979,32094,27794,25265,20356,18736,15420,12433,9295,6733,6866,4434,4063,1600,1555,452,357,136,420,310,19037,19326,19495,16594,14653,14104,11032,9952,8551,6469,5319,3211,3862,2114,2307,797,864,220,209,67,227,115,15906,17764,17484,15500,13141,11161,9324,8784,6869,5964,3976,3522,3004,2320,1756,803,691,232,148,69,193
12,696,72210,55330,55643,55325,54308,49785,41424,36773,33050,25785,21543,15838,15396,9675,8968,3667,3023,749,668,143,441,412,39877,28937,28869,27359,27160,26637,21692,19385,17766,13531,11639,7771,8283,4599,4784,1762,1546,386,360,82,227,284,32333,26393,26774,27966,27148,23148,19732,17388,15284,12254,9904,8067,7113,5076,4184,1905,1477,363,308,61,214
13,219,29277,29499,31592,31313,26737,21668,18304,16844,14087,11517,9728,6898,6921,3836,3846,1479,1389,361,312,76,312,153,15835,15091,15975,15433,13021,10960,9373,8634,7463,5821,5396,3287,3977,1867,2113,757,755,176,185,46,162,66,13442,14408,15617,15880,13716,10708,8931,8210,6624,5696,4332,3611,2944,1969,1733,722,634,185,127,30,150
14,1040,147604,139277,135721,105248,93874,82421,72628,65284,57521,44555,37307,26657,26033,15151,14982,5689,4941,1111,956,234,458,680,81112,73016,70923,53368,46732,41517,36673,32791,30732,22886,20403,13023,14278,7110,7871,2725,2520,566,477,120,244,360,66492,66261,64798,51880,47142,40904,35955,32493,26789,21669,16904,13634,11755,8041,7111,2964,2421,545,479,114,214
15,502,51061,46933,49228,44153,41190,34293,30079,27261,24124,18406,15802,11222,11059,6694,6394,2437,2203,523,473,137,309,335,27469,24077,25177,21986,20010,16952,15088,13932,12702,9543,8677,5571,6108,3288,3483,1242,1228,269,264,68,151,167,23592,22856,24051,22167,21180,17341,14991,13329,11422,8863,7125,5651,4951,3406,2911,1195,975,254,209,69,158
16,427,49447,50305,50588,40541,38242,34453,30158,25337,20989,16705,13820,9821,10087,7006,5357,2767,2147,774,567,248,150,267,25643,25963,26174,21092,19607,18123,15925,13595,11123,8734,7345,5147,5086,3685,2715,1477,1092,389,253,127,79,160,23804,24342,24414,19449,18635,16330,14233,11742,9866,7971,6475,4674,5001,3321,2642,1290,1055,385,314,121,71
17,363,38465,37914,36437,28230,25136,22344,19372,17012,14204,11016,9306,6594,6239,3877,3426,1523,1241,423,336,119,136,240,19997,19620,18801,14432,13006,12081,10408,9059,7663,5801,5104,3416,3396,2072,1958,843,676,239,179,73,68,123,18468,18294,17636,13798,12130,10263,8964,7953,6541,5215,4202,3178,2843,1805,1468,680,565,184,157,46,68
18,266,27019,28828,28897,22349,19734,19104,16930,14574,11977,9934,7984,5749,5904,4086,3454,1577,1317,438,319,117,139,162,14116,14813,14959,11653,10014,9875,8833,7709,6369,5266,4244,2971,3090,2098,1885,863,697,243,175,60,70,104,12903,14015,13938,10696,9720,9229,8097,6865,5608,4668,3740,2778,2814,1988,1569,714,620,195,144,57,69
19,298,58824,61388,61318,53339,53165,51111,44808,38707,31103,26167,20882,15241,13363,8802,7317,3931,2973,1200,644,238,166,173,31127,32711,32328,27990,28547,27893,24584,21089,17163,13980,11400,8062,7036,4546,3615,2006,1448,627,275,109,75,125,27697,28677,28990,25349,24618,23218,20224,17618,13940,12187,9482,7179,6327,4256,3702,1925,1525,573,369,129,91
20,190,38926,39512,39726,29882,29169,26752,22198,19200,15995,13374,10790,7283,7388,4581,4235,2026,1962,647,545,163,123,119,20253,20383,20892,15791,15391,14418,11964,10298,8467,7088,5948,3834,3968,2404,2300,1085,1059,340,301,83,75,71,18673,19129,18834,14091,13778,12334,10234,8902,7528,6286,4842,3449,3420,2177,1935,941,903,307,244,80,48
21,1651,115818,127711,137646,144526,147093,144033,123830,117189,100693,94183,75462,56314,47870,32276,27307,15152,11865,4617,2768,1014,940,1027,64517,71416,76454,78526,76482,75060,64674,60426,53097,49177,40317,29876,24977,16423,13737,7550,5538,2281,1295,493,478,624,51301,56295,61192,66000,70611,68973,59156,56763,47596,45006,35145,26438,22893,15853,13570,7602,6327,2336,1473,521,462
22,353,27055,29147,30526,31072,30443,29034,25650,23639,20729,18228,14130,10165,9310,6186,5506,3065,2659,981,632,220,168,213,15146,16477,17131,16808,15316,14714,13165,12277,10959,9758,7712,5388,4720,3091,2610,1465,1221,476,296,100,81,140,11909,12670,13395,14264,15127,14320,12485,11362,9770,8470,6418,4777,4590,3095,2896,1600,1438,505,336,120,87
23,353,49118,53308,56293,52835,51043,43958,38352,34264,31035,26955,22446,17482,14627,10069,7706,4001,3020,1086,688,281,160,197,25032,27495,28743,26822,25190,22103,19480,17174,15241,13512,11151,8955,7221,4931,3683,1946,1414,543,307,109,71,156,24086,25813,27550,26013,25853,21855,18872,17090,15794,13443,11295,8527,7406,5138,4023,2055,1606,543,381,172,89
24,4902,115877,124213,134434,136480,132145,123432,117860,112860,97313,91139,76764,65241,57462,40778,33352,19459,14308,6203,3531,1441,881,2487,61598,66903,73181,72217,63164,56597,55359,53559,46197,44165,37182,32270,28693,20268,15785,9180,6298,2884,1580,649,375,2415,54279,57310,61253,64263,68981,66835,62501,59301,51116,46974,39582,32971,28769,20510,17567,10279,8010,3319,1951,792,506
25,255,2135,2478,2632,2709,2989,2985,2712,2424,2172,1873,1607,1294,1044,669,591,434,293,153,77,35,3,136,1044,1251,1292,1460,1672,1637,1482,1342,1213,1028,813,676,515,310,247,202,143,74,36,15,0,119,1091,1227,1340,1249,1317,1348,1230,1082,959,845,794,618,529,359,344,232,150,79,41,20,3
26,384,35218,38179,42519,43817,45039,39955,35480,32940,27863,24227,19541,15647,12959,8519,6791,3770,2835,1144,639,283,154,210,17910,19478,21770,22757,23183,20875,18404,17046,14350,12497,10081,8340,6573,4337,3375,1878,1348,554,288,126,72,174,17308,18701,20749,21060,21856,19080,17076,15894,13513,11730,9460,7307,6386,4182,3416,1892,1487,590,351,157,82
27,1510,78696,85769,93888,92282,89945,83705,81122,76321,64420,57458,49047,39623,34561,23053,19324,11975,9359,4140,2256,813,510,789,41132,44608,48938,47780,44215,40476,39763,37545,31165,28016,23876,19464,16931,11185,8980,5671,4103,1916,951,352,209,721,37564,41161,44950,44502,45730,43229,41359,38776,33255,29442,25171,20159,17630,11868,10344,6304,5256,2224,1305,461,301
28,142,33948,37263,40162,40886,37659,34126,33924,33708,29400,26909,23523,20388,18868,13706,11884,6911,6018,2609,1717,658,359,86,17911,20087,21861,21724,17117,14168,14526,14885,13479,12307,10894,9499,9066,6619,5207,3091,2357,1116,677,251,142,56,16037,17176,18301,19162,20542,19958,19398,18823,15921,14602,12629,10889,9802,7087,6677,3820,3661,1493,1040,407,217
29,241,41390,45249,48681,49373,46311,42219,39542,39029,34050,29730,24701,20474,18885,13334,11293,6691,5350,2303,1479,530,318,130,21969,24378,26613,26407,23077,19891,18994,19002,17084,14792,12427,10253,9403,6536,5230,3202,2277,1073,616,221,117,111,19421,20871,22068,22966,23234,22328,20548,20027,16966,14938,12274,10221,9482,6798,6063,3489,3073,1230,863,309,201
30,421,29767,30515,33496,33328,34729,31836,30641,29118,25102,22506,19339,15672,14090,9421,8306,4950,4511,1939,1340,604,325,219,15626,16214,17808,17451,17468,15771,15364,14541,12310,11172,9529,7915,6941,4488,3801,2262,1998,950,567,250,119,202,14141,14301,15688,15877,17261,16065,15277,14577,12792,11334,9810,7757,7149,4933,4505,2688,2513,989,773,354,206
31,811,48306,50342,53078,53921,60096,55790,50117,47564,37808,31679,25032,19490,16196,10545,8212,4714,3526,1583,887,343,280,448,25510,26499,28311,29253,33160,29770,26457,25304,20444,16699,13209,10225,8225,5330,4158,2443,1750,813,432,167,147,363,22796,23843,24767,24668,26936,26020,23660,22260,17364,14980,11823,9265,7971,5215,4054,2271,1776,770,455,176,133
32,301,48960,52094,55407,54407,53262,46114,39844,37579,32247,27169,23075,17411,15313,9848,7974,3951,2822,1024,598,248,207,177,25310,27322,28822,28555,27702,23901,20812,19671,16827,14042,12171,9180,7939,5061,4110,2069,1484,561,322,129,122,124,23650,24772,26585,25852,25560,22213,19032,17908,15420,13127,10904,8231,7374,4787,3864,1882,1338,463,276,119,85
33,756,55901,65363,71938,74252,82123,76144,69102,64912,57809,50133,41667,31200,24820,16936,13670,7825,5314,2192,1172,492,289,432,29083,33960,37625,39067,42625,39513,36102,33891,30180,26431,22256,16906,12737,8515,6879,4043,2668,1168,570,259,129,324,26818,31403,34313,35185,39498,36631,33000,31021,27629,23702,19411,14294,12083,8421,6791,3782,2646,1024,602,233,160
34,87,5668,6404,6696,6171,8525,8896,7661,7247,6341,5350,3945,2938,2547,1729,1484,1025,727,415,165,67,33,42,2886,3262,3276,3236,5147,5423,4510,4270,3779,2981,2135,1562,1220,807,664,453,324,169,66,22,15,45,2782,3142,3420,2935,3378,3473,3151,2977,2562,2369,1810,1376,1327,922,820,572,403,246,99,45,18
35,2248,175512,198026,216513,238781,228261,204328,172023,164964,146627,127739,97948,77086,83842,62915,45002,21475,19087,7114,5083,1800,1949,1238,95832,110328,122057,132502,118828,104866,88138,82963,74602,66238,51828,38905,39568,32538,23915,10860,9609,3596,2501,851,854,1010,79680,87698,94456,106279,109433,99462,83885,82001,72025,61501,46120,38181,44274,30377,21087,10615,9478,3518,2582,949,1095
36,1680,59343,68311,76090,82963,78513,68111,59221,57703,55258,50142,40405,30586,28986,21023,15961,8277,6458,2808,1759,763,807,897,31568,37194,42973,46375,40779,34771,29836,28557,27307,25508,21078,15790,14311,10514,8324,4251,3313,1399,823,363,380,783,27775,31117,33117,36588,37734,33340,29385,29146,27951,24634,19327,14796,14675,10509,7637,4026,3145,1409,936,400,427
37,1554,156315,177339,193885,214709,219034,197874,170689,164004,147919,133819,109668,83781,77479,54431,40280,21528,15878,6725,3856,1352,1471,868,83259,96227,108015,118410,115162,101215,86548,83009,74007,67687,56890,43375,37922,27384,20388,10848,7574,3348,1774,631,670,686,73056,81112,85870,96299,103872,96659,84141,80995,73912,66132,52778,40406,39557,27047,19892,10680,8304,3377,2082,721,801
38,1431,116881,132288,143934,159379,150142,129117,114288,110698,102996,94800,80535,64648,60599,43634,33969,18815,15194,6422,4001,1487,1367,761,62378,72081,79682,86586,75478,61377,54635,53045,49738,46677,40922,33693,29708,22181,17098,9536,7167,3138,1875,717,584,670,54503,60207,64252,72793,74664,67740,59653,57653,53258,48123,39613,30955,30891,21453,16871,9279,8027,3284,2126,770,783
39,2098,43583,48954,54662,61179,59848,50371,43785,42919,40028,36573,30704,23785,23381,17754,13872,7467,5979,2527,1619,658,564,1078,22890,26749,30288,33081,30444,24646,21455,20944,19551,18025,15680,12440,11008,8917,6941,3714,2893,1210,765,306,266,1020,20693,22205,24374,28098,29404,25725,22330,21975,20477,18548,15024,11345,12373,8837,6931,3753,3086,1317,854,352,298
40,1336,44287,48068,52731,59446,61146,55340,46899,44101,39859,35922,27642,20618,21515,15879,11272,5865,4499,1719,1093,483,443,718,23891,26544,29984,33707,32752,29049,24476,22789,20459,18888,14767,10661,10345,8305,6053,3102,2422,878,561,234,210,618,20396,21524,22747,25739,28394,26291,22423,21312,19400,17034,12875,9957,11170,7574,5219,2763,2077,841,532,249,233
41,2907,264641,297616,317941,342041,351563,327726,282330,263984,227941,205791,163750,125712,116959,80730,56555,30131,21507,9250,5449,2110,2105,1770,141677,162100,177002,193736,190246,171965,146677,137441,118022,107637,86954,65573,58498,42515,30059,15801,10774,4718,2654,1021,976,1137,122964,135516,140939,148305,161317,155761,135653,126543,109919,98154,76796,60139,58461,38215,26496,14330,10733,4532,2795,1089,1129
42,6744,74072,84562,92877,99887,98637,85373,73146,67296,62309,56075,44806,34218,38564,31303,20451,9972,8178,3129,2285,1027,835,3447,39681,46051,51215,55421,52954,44565,37850,34489,31479,28868,23739,17480,17961,16963,11265,5132,3974,1484,1082,462,358,3297,34391,38511,41662,44466,45683,40808,35296,32807,30830,27207,21067,16738,20603,14340,9186,4840,4204,1645,1203,565,477
43,586,172234,188700,206136,218494,206863,179343,152925,138808,125273,108453,81324,59324,68735,48499,33876,15877,12929,4839,3569,1297,990,325,92714,103585,113794,119774,108332,94003,79541,71024,64599,56624,43826,29064,32804,24755,17860,7823,6257,2227,1704,587,415,261,79520,85115,92342,98720,98531,85340,73384,67784,60674,51829,37498,30260,35931,23744,16016,8054,6672,2612,1865,710,575
44,1804,73000,77966,85966,91197,88213,78825,70105,64487,58295,49741,38877,28523,34300,24509,16857,7931,6306,2318,1531,647,498,953,39529,43224,47677,51375,46755,40522,35975,32828,29942,25828,20786,13871,16086,12586,8755,3813,2962,1030,645,268,212,851,33471,34742,38289,39822,41458,38303,34130,31659,28353,23913,18091,14652,18214,11923,8102,4118,3344,1288,886,379,286
45,2285,48418,52717,57049,62545,61641,54170,47533,43140,39671,34618,27734,21025,22940,16595,11663,5537,4455,1694,1130,419,529,1192,26089,28861,31721,34889,32820,28260,24664,22081,20345,17875,14810,10508,11095,8643,6236,2752,2113,824,479,180,234,1093,22329,23856,25328,27656,28821,25910,22869,21059,19326,16743,12924,10517,11845,7952,5427,2785,2342,870,651,239,295
46,608,105558,113639,124640,137819,145158,128113,109612,99498,89638,78959,63689,46768,52599,35774,25673,12259,10496,3855,2455,827,888,359,56554,62481,69858,77637,79265,68204,57647,52276,46821,41201,34327,23619,25587,18764,13660,6074,5122,1859,1112,376,394,249,49004,51158,54782,60182,65893,59909,51965,47222,42817,37758,29362,23149,27012,17010,12013,6185,5374,1996,1343,451,494
47,2716,59023,65645,75036,81166,76191,62989,56790,53886,49042,41164,31546,22920,31787,24557,16259,7191,6652,2404,1660,651,476,1404,32052,36141,42052,45410,40670,32719,28949,27602,25652,21756,17200,11313,14636,13061,8909,3568,3238,1164,725,288,223,1312,26971,29504,32984,35756,35521,30270,27841,26284,23390,19408,14346,11607,17151,11496,7350,3623,3414,1240,935,363,253
48,988,148476,160061,171978,189841,196371,175792,148002,136451,123273,109353,83702,62772,67450,48674,33440,16120,12423,4939,3212,1229,1139,558,80527,88363,97428,105967,102221,91511,76094,69779,62407,57030,44283,31475,31985,25508,17865,8129,6308,2466,1539,572,507,430,67949,71698,74550,83874,94150,84281,71908,66672,60866,52323,39419,31297,35465,23166,15575,7991,6115,2473,1673,657,632
49,1980,194787,215463,236189,260943,252233,225372,188504,178950,158573,141166,110261,85782,85525,61990,42616,20746,16563,6336,3947,1324,1406,1101,106319,119356,132916,146027,133665,116275,96536,89981,80597,71977,58277,43048,41801,31824,23121,10494,8593,3277,1928,646,649,879,88468,96107,103273,114916,118568,109097,91968,88969,77976,69189,51984,42734,43724,30166,19495,10252,7970,3059,2019,678,757
50,3209,94721,106707,116563,124038,108149,91697,79246,77366,68102,58931,43664,33868,38367,28724,20498,9773,8807,3159,2316,823,899,1708,51841,59263,65814,69694,56296,46698,39587,38524,34428,29855,23480,15903,18353,14258,10974,4748,4471,1546,1166,379,383,1501,42880,47444,50749,54344,51853,44999,39659,38842,33674,29076,20184,17965,20014,14466,9524,5025,4336,1613,1150,444,516
51,2196,51218,55627,62896,69688,67606,58265,50432,48651,44859,41482,32935,24702,23690,18110,13743,7485,5915,2500,1493,577,557,1154,27307,30267,35108,38097,34964,29526,25213,24291,22291,21577,17477,13231,11319,9202,7112,3850,2941,1284,728,289,257,1042,23911,25360,27788,31591,32642,28739,25219,24360,22568,19905,15458,11471,12371,8908,6631,3635,2974,1216,765,288,300
52,638,80748,86290,88031,92545,98083,95175,85030,77026,64144,55262,43594,34807,33915,23497,16372,8536,5919,2481,1499,542,494,391,43562,47902,49751,52005,51551,48146,43532,40141,33426,28951,22988,17898,16992,12779,8910,4591,3136,1347,744,270,240,247,37186,38388,38280,40540,46532,47029,41498,36885,30718,26311,20606,16909,16923,10718,7462,3945,2783,1134,755,272,254
53,4084,126097,138829,155043,171193,169309,143845,120595,113668,106550,94335,74103,54836,62999,45450,33035,15697,14027,5148,3616,1453,1257,2135,68168,76890,87225,95840,89966,74942,61758,57664,54006,48672,39626,27512,30906,23858,18028,8018,7183,2573,1759,714,586,1949,57929,61939,67818,75353,79343,68903,58837,56004,52544,45663,34477,27324,32093,21592,15007,7679,6844,2575,1857,739,671
54,430,44615,51211,55242,59829,59675,52035,45384,41471,38112,33446,27577,20794,22958,15540,12078,5984,5063,1864,1301,551,367,215,24118,28075,30970,33647,32383,27145,23422,21434,19529,17261,14726,10486,11598,8251,6647,3099,2573,912,616,274,141,215,20497,23136,24272,26182,27292,24890,21962,20037,18583,16185,12851,10308,11360,7289,5431,2885,2490,952,685,277,226
55,346,81854,91194,93464,104418,121244,110237,90803,83672,68921,60352,46942,34925,25801,15839,11385,6422,4207,1909,884,378,253,201,43347,49255,52140,60521,68467,60694,49625,45566,37268,32893,26108,19745,13530,8250,5998,3255,2112,970,423,177,118,145,38507,41939,41324,43897,52777,49543,41178,38106,31653,27459,20834,15180,12271,7589,5387,3167,2095,939,461,201,135
56,418,30889,37551,40872,36173,31081,25860,22029,20941,17754,15273,12832,9958,11509,6805,4978,2509,1586,572,222,128,146,234,16081,19529,21165,18761,15614,13012,11161,10508,9024,7770,6652,5048,5621,3365,2472,1289,791,269,104,54,73,184,14808,18022,19707,17412,15467,12848,10868,10433,8730,7503,6180,4910,5888,3440,2506,1220,795,303,118,74,73
57,835,35937,40184,44204,41293,36521,31576,26701,24664,22196,19621,16848,13083,13218,9289,7317,3880,2518,980,414,149,177,505,19069,20911,22624,21003,16964,14798,13077,12221,10980,9629,8184,6113,6387,4390,3465,1829,1080,455,155,60,92,330,16868,19273,21580,20290,19557,16778,13624,12443,11216,9992,8664,6970,6831,4899,3852,2051,1438,525,259,89,85
58,472,21800,25715,28519,25905,21601,18308,15629,15035,12917,11398,10138,8142,9379,6537,5165,2677,1829,648,236,129,106,248,11462,13461,14554,12898,9163,7942,7055,6791,5980,5129,4504,3404,4271,2908,2304,1223,806,281,91,59,55,224,10338,12254,13965,13007,12438,10366,8574,8244,6937,6269,5634,4738,5108,3629,2861,1454,1023,367,145,70,51
59,1238,56739,68436,75138,68849,53782,45380,39339,37698,33401,28933,25379,19904,22682,15661,12581,6942,4297,1537,566,221,228,628,29951,35959,38660,34005,23593,20172,18048,17590,15749,13695,11878,8914,10160,7081,5640,3230,1922,694,234,81,102,610,26788,32477,36478,34844,30189,25208,21291,20108,17652,15238,13501,10990,12522,8580,6941,3712,2375,843,332,140,126
